name	ensg	label	id	class_id	combined_family	family_id	loc	tss_loc	strand
EN2	ENSG00000164778	EN-2	3.1.2.7.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr7:155250824-155257526	chr7:155250824-155250824	1
ZNF770	ENSG00000198146	ZNF770 [3+3+1+2+2]	2.3.4.0.26	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr15:35270542-35280488	chr15:35280488-35280488	-1
RFXAP	ENSG00000133111	RFXAP	0.0.4.0.1	0.0	Uncharacterized	0.0.4	chr13:37393361-37403241	chr13:37393361-37393361	1
HLX	ENSG00000136630	HLX-1 (HB24)	3.1.2.9.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr1:221051699-221058401	chr1:221051699-221051699	1
ZNF287	ENSG00000141040	ZNF287 (ZKSCAN13) [14]	2.3.3.0.174	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr17:16454701-16472520	chr17:16472520-16472520	-1
BHLHE22	ENSG00000180828	bHLHe22 (Beta3)	1.2.3.4.11	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr8:65492814-65496181	chr8:65492814-65492814	1
MNX1	ENSG00000130675	MNX1 (HB9, HLXB9)	3.1.1.13.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:156786745-156803345	chr7:156803345-156803345	-1
IRF2	ENSG00000168310	IRF-2	3.5.3.0.2	3.5	Tryptophan cluster factors>Interferon-regulatory factors	3.5.3	chr4:185308867-185395734	chr4:185395734-185395734	-1
SP4	ENSG00000105866	Sp4	2.3.1.1.4	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr7:21467652-21554440	chr7:21467652-21467652	1
ZNF600	ENSG00000189190	ZNF600 [20]	2.3.3.72.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53267448-53290044	chr19:53290044-53290044	-1
ZNF569	ENSG00000196437	ZNF569 [18]	2.3.3.0.215	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37902057-37960177	chr19:37960177-37960177	-1
SATB1	ENSG00000182568	SATB-1	3.1.9.3.1	3.1	Homeo domain factors>HD-CUT factors	3.1.9	chr3:18386879-18487080	chr3:18487080-18487080	-1
ZNF860	ENSG00000197385	ZNF860 [14]	2.3.3.72.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:32023263-32033120	chr3:32023263-32023263	1
PHTF2	ENSG00000006576	PHTF2	3.1.11.0.2	3.1	Homeo domain factors>PHTF factors	3.1.11	chr7:77428122-77586818	chr7:77428122-77428122	1
IRX1	ENSG00000170549	IRX-1	3.1.4.1.1	3.1	Homeo domain factors>TALE-type homeo domain factors	3.1.4	chr5:3596168-3601517	chr5:3596168-3596168	1
NFKBIE	ENSG00000146232	IkappaBepsilon	6.1.2.1.4	6.1	Rel homology region (RHR) factors	6.1.2	chr6:44225903-44233500	chr6:44233500-44233500	-1
ZNF619	ENSG00000177873	ZNF619 [10]	2.3.3.35.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:40518604-40531727	chr3:40518604-40518604	1
DMAP1	ENSG00000178028	DMAP1	3.5.1.3.8	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr1:44679127-44686353	chr1:44679127-44679127	1
LBX1	ENSG00000138136	LBX-1	3.1.2.10.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr10:102986733-102989551	chr10:102989551-102989551	-1
EVX2	ENSG00000174279	EVX-2	3.1.1.10.2	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr2:176942200-176948641	chr2:176948641-176948641	-1
ZNF415	ENSG00000170954	ZNF415 [12]	2.3.3.0.133	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53611132-53636330	chr19:53636330-53636330	-1
DMRTA2	ENSG00000142700	DMRTA2 (DMRT5)	2.5.1.0.5	2.5	DM-type intertwined zinc finger factors	2.5.1	chr1:50883222-50889172	chr1:50889172-50889172	-1
ZNF492	ENSG00000229676	ZNF492 (ZNF115) [13]	2.3.3.60.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:22817126-22850472	chr19:22817126-22817126	1
POU6F1	ENSG00000184271	POU6F1 (Brn-5)	3.1.10.6.1	3.1	Homeo domain factors>POU domain factors	3.1.10	chr12:51580719-51611477	chr12:51611477-51611477	-1
HOXB6	ENSG00000108511	Hox-B6 (HOX2B)	3.1.1.6.2	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr17:46671639-46682354	chr17:46682354-46682354	-1
ZBTB32	ENSG00000011590	ZBTB32 (ZNF538, FAZF) [3]	2.3.2.1.7	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr19:36195429-36207940	chr19:36195429-36195429	1
ZNF709	ENSG00000242852	ZNF709 [19]	2.3.3.78.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12571998-12624668	chr19:12624668-12624668	-1
ZNF383	ENSG00000188283	ZNF383 [11]	2.3.3.35.5	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37708828-37734828	chr19:37708828-37708828	1
ARGFX	ENSG00000186103	ARGFX	3.1.3.2.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr3:121289551-121305481	chr3:121289551-121289551	1
ZNF526	ENSG00000167625	ZNF526 [1+2+1+9]	2.3.4.22.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:42724423-42732353	chr19:42724423-42724423	1
PBX3	ENSG00000167081	PBX-3	3.1.4.4.3	3.1	Homeo domain factors>TALE-type homeo domain factors	3.1.4	chr9:128509624-128729656	chr9:128509624-128509624	1
MEOX2	ENSG00000106511	MEOX-2 (MOX-2)	3.1.1.14.2	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:15650837-15726437	chr7:15726437-15726437	-1
NR2C2	ENSG00000177463	TR4 (NR2C2)	2.1.3.4.2	2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1.3	chr3:14989091-15095107	chr3:14989091-14989091	1
ZNF331	ENSG00000130844	ZNF331 (RITA, ZNF361, ZNF463) [12]	2.3.3.0.142	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:54024235-54083523	chr19:54024235-54024235	1
ZNF729	ENSG00000196350	ZNF729 [35]	2.3.3.80.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:22469210-22499978	chr19:22469210-22469210	1
ZNF280B	ENSG00000198477	ZNF280B (SUHW2, ZNF279, ZNF632) [4]	2.3.3.4.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr22:22838767-22863505	chr22:22863505-22863505	-1
RAX	ENSG00000134438	RAX (RX)	3.1.3.22.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr18:56934267-56941318	chr18:56941318-56941318	-1
ZNF189	ENSG00000136870	ZNF189 [16]	2.3.3.0.197	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr9:104161155-104172942	chr9:104161155-104161155	1
HNF1B	ENSG00000108753	HNF-1beta (HNF-1B, vHNF1, LF-B3)	3.1.10.7.2	3.1	Homeo domain factors>POU domain factors	3.1.10	chr17:36046435-36105237	chr17:36105237-36105237	-1
ZFP28	ENSG00000196867	ZFP28 [15]	2.3.3.0.192	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:57050317-57068169	chr19:57050317-57050317	1
SNAPC4	ENSG00000165684	SNAPc4 (PTFalpha)	3.5.1.1.5	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr9:139270029-139293249	chr9:139293249-139293249	-1
ZNF461	ENSG00000197808	ZNF461 (GIOT1) [12]	2.3.3.0.143	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37128094-37157755	chr19:37157755-37157755	-1
NOTO	ENSG00000214513	NOTO	3.1.2.20.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr2:73429386-73439641	chr2:73429386-73429386	1
PLAGL2	ENSG00000126003	PLAGL2 [6]	2.3.3.25.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr20:30780306-30795594	chr20:30795594-30795594	-1
TFCP2L1	ENSG00000115112	CP2-L1 (LBP-9, CRTR-1)	6.7.2.0.2	6.7	Grainyhead domain factors	6.7.2	chr2:121974163-122042783	chr2:122042783-122042783	-1
PAX7	ENSG00000009709	Pax-7 (HuP1)	3.2.1.1.2	3.2	Paired box factors	3.2.1	chr1:18957500-19075360	chr1:18957500-18957500	1
ZBTB44	ENSG00000196323	ZBTB44 (BTBD15, ZNF851)	2.3.3.0.28	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr11:130096572-130184581	chr11:130184581-130184581	-1
DPRX	ENSG00000204595	DPRX	3.1.3.5.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr19:54135310-54140263	chr19:54135310-54135310	1
ZBED2	ENSG00000177494	ZBED2	2.3.5.0.2	2.3	C2H2 zinc finger factors>BED zinc finger factors	2.3.5	chr3:111311747-111314290	chr3:111314290-111314290	-1
TP53	ENSG00000141510	p53	6.3.1.0.1	6.3	p53 domain factors	6.3.1	chr17:7565097-7590856	chr17:7590856-7590856	-1
SMAD6	ENSG00000137834	SMAD6	7.1.1.3.1	7.1	SMAD/NF-1 DNA-binding domain factors	7.1.1	chr15:66994566-67074338	chr15:66994566-66994566	1
CREBZF	ENSG00000137504	CREBZF (Zhangfei, ZF)	1.1.7.4.1	1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1.7	chr11:85370752-85393951	chr11:85393951-85393951	-1
ELK1	ENSG00000126767	Elk-1	3.5.2.2.1	3.5	Tryptophan cluster factors>Ets-related factors	3.5.2	chrX:47494920-47510003	chrX:47510003-47510003	-1
ZNF510	ENSG00000081386	ZNF510 [1+9]	2.3.4.25.6	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr9:99518147-99540411	chr9:99540411-99540411	-1
ZNF408	ENSG00000175213	ZNF408 (PFM14, PRDM17) [10]	2.3.3.0.93	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr11:46722368-46727462	chr11:46722368-46722368	1
ZNF446	ENSG00000083838	ZNF446 (ZKSCAN20) [3]	2.3.2.3.4	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr19:58985384-58992597	chr19:58985384-58985384	1
ZXDC	ENSG00000070476	ZXDC (ZXDL) [10]	2.3.3.46.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:126156444-126194762	chr3:126194762-126194762	-1
ZNF764	ENSG00000169951	ZNF764 [7]	2.3.3.39.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr16:30565085-30569819	chr16:30569819-30569819	-1
ZNF333	ENSG00000160961	ZNF333 [10]	2.3.3.40.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:14800613-14844558	chr19:14800613-14800613	1
RHOXF2	ENSG00000131721	RHOXF-2 (PEPP-2, THG)	3.1.3.23.2	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chrX:119292467-119297945	chrX:119292467-119292467	1
PLAG1	ENSG00000181690	PLAG1 [7]	2.3.3.25.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr8:57073463-57123883	chr8:57123883-57123883	-1
ZNF468	ENSG00000204604	ZNF468 [11]	2.3.3.27.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53341261-53360902	chr19:53360902-53360902	-1
SHOX	ENSG00000185960	SHOX (PHOG)	3.1.3.25.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chrX:585079-620146	chrX:585079-585079	1
HOXB13	ENSG00000159184	Hox-B13	3.1.1.8.14	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr17:46802125-46806540	chr17:46806540-46806540	-1
ZNF681	ENSG00000196172	ZNF681 [16]	2.3.3.0.200	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:23921997-23941693	chr19:23941693-23941693	-1
ZNF585A	ENSG00000196967	ZNF585B [21]	2.3.3.68.5	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37597636-37663643	chr19:37663643-37663643	-1
ZNF585A	ENSG00000196967	ZNF585A [22]	2.3.3.68.6	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37597636-37663643	chr19:37663643-37663643	-1
HSFY1	ENSG00000172468	HSFY1 (HSFY2, HSF2L)	3.4.1.0.6	3.4	Heat shock factors	3.4.1	chrY:20708557-20750849	chrY:20708557-20708557	1
AIRE	ENSG00000160224	AIRE	5.3.1.0.1	5.3	SAND domain factors	5.3.1	chr21:45705721-45718531	chr21:45705721-45705721	1
FOXO3	ENSG00000118689	FOXO3 (FKHR-L1)	3.3.1.15.2	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr6:108881038-109005977	chr6:108881038-108881038	1
WT1	ENSG00000184937	WT1	2.3.3.0.21	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr11:32409321-32457176	chr11:32457176-32457176	-1
FOXQ1	ENSG00000164379	FOXQ1 (HFH-1)	3.3.1.17.1	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr6:1312675-1314992	chr6:1312675-1312675	1
ZNF414	ENSG00000133250	ZNF414 [3]	2.3.2.4.1	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr19:8575462-8579048	chr19:8579048-8579048	-1
GATA4	ENSG00000136574	GATA-4	2.2.1.1.4	2.2	Other C4 zinc finger-type factors	2.2.1	chr8:11534468-11617511	chr8:11534468-11534468	1
ZNF37A	ENSG00000075407	ZNF37A (KOX21, ZNF37) [1+11]	2.3.4.25.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr10:38383264-38412276	chr10:38383264-38383264	1
POU5F1	ENSG00000204531	POU5F1 (Oct-3, Oct-4, OTF-3)	3.1.10.5.1	3.1	Homeo domain factors>POU domain factors	3.1.10	chr6:31132119-31148508	chr6:31148508-31148508	-1
NR1I3	ENSG00000143257	CAR (NR1I3)	2.1.2.4.3	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr1:161199456-161208092	chr1:161208092-161208092	-1
MYCN	ENSG00000134323	N-Myc	1.2.6.5.2	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr2:16080686-16087129	chr2:16080686-16080686	1
MYF6	ENSG00000111046	Myf-6 (MRF4)	1.2.2.1.4	1.2	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2.2	chr12:81101277-81103253	chr12:81101277-81101277	1
MYF5	ENSG00000111049	Myf-5	1.2.2.1.3	1.2	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2.2	chr12:81110691-81113452	chr12:81110691-81110691	1
ZNF717	ENSG00000227124	ZNF717 (KLF X17) [16+6]	2.3.4.25.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr3:75758794-75834734	chr3:75834734-75834734	-1
ZNF610	ENSG00000167554	ZNF610 [9]	2.3.3.0.89	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:52839498-52871031	chr19:52839498-52839498	1
ESRRA	ENSG00000173153	ERR1 (ERRalpha, ESRRA) (NR3B1)	2.1.1.2.3	2.1	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1.1	chr11:64073044-64084215	chr11:64073044-64073044	1
ZNF528	ENSG00000167555	ZNF528 [15]	2.3.3.0.189	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:52901102-52921665	chr19:52901102-52901102	1
MYC	ENSG00000136997	c-Myc	1.2.6.5.1	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr8:128747680-128753674	chr8:128747680-128747680	1
RARB	ENSG00000077092	RAR-beta (NR1B2)	2.1.2.1.2	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr3:25215823-25639423	chr3:25215823-25215823	1
HMGXB4	ENSG00000100281	HMGXB4 (HMG2L1) [1]	4.1.4.0.2	4.1	High-mobility group (HMG) domain factors>PBRM1-related factors	4.1.4	chr22:35653445-35691800	chr22:35653445-35653445	1
LYL1	ENSG00000104903	Lyl-1	1.2.3.1.3	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr19:13209847-13213975	chr19:13213975-13213975	-1
ZNF572	ENSG00000180938	ZNF572 [12]	2.3.3.58.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr8:125985540-125991631	chr8:125985540-125985540	1
TRERF1	ENSG00000124496	TRERF1 (Rapa, TReP-132)	2.3.4.20.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr6:42192669-42419789	chr6:42419789-42419789	-1
TRERF1	ENSG00000124496	TRERF1 (BCAR2, RAPA, TREP132)	3.5.1.3.9	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr6:42192669-42419789	chr6:42419789-42419789	-1
DBX1	ENSG00000109851	DBX-1	3.1.2.4.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr11:20177701-20182159	chr11:20182159-20182159	-1
ZNF22	ENSG00000165512	ZNF22 (KOX15, KROX26)	2.3.3.0.13	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr10:45495923-45500774	chr10:45495923-45495923	1
ZNF133	ENSG00000125846	ZNF133 (ZNF150) [15]	2.3.3.61.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr20:18269121-18297640	chr20:18269121-18269121	1
RORB	ENSG00000198963	RORbeta (NR1F2)	2.1.2.6.2	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr9:77112281-77302117	chr9:77112281-77112281	1
BHLHA9	ENSG00000205899	bHLHa9	1.2.3.5.1	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr17:1173853-1174754	chr17:1173853-1173853	1
GCM2	ENSG00000124827	GCMb (GCM2)	7.2.1.0.2	7.2	GCM domain factors	7.2.1	chr6:10873456-10882174	chr6:10882174-10882174	-1
ZBTB48	ENSG00000204859	ZBTB48 (HKR3, ZNF855) [11]	2.3.3.0.102	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:6640061-6649340	chr1:6640061-6640061	1
ZNF404	ENSG00000176222	ZNF404 [15]	2.3.3.67.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44376515-44405537	chr19:44405537-44405537	-1
HMBOX1	ENSG00000147421	HMBOX1 (HNF-1LA)	3.1.10.7.3	3.1	Homeo domain factors>POU domain factors	3.1.10	chr8:28747911-28922281	chr8:28747911-28747911	1
FOXR1	ENSG00000176302	FOXR1	3.3.1.18.1	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr11:118842417-118852001	chr11:118842417-118842417	1
KAT5	ENSG00000172977	KAT5 (HTATIP, TIP60) [1]	2.7.3.0.5	2.7	C2HC zinc finger factors	2.7.3	chr11:65479467-65487075	chr11:65479467-65479467	1
CSRNP2	ENSG00000110925	CSRNP-2 (TAIP12)	0.1.1.0.2	0.1	AXUD/CSRNP domain factors	0.1.1	chr12:51454990-51477447	chr12:51477447-51477447	-1
POU2F1	ENSG00000143190	POU2F1 (Oct-1, OTF-1)	3.1.10.2.1	3.1	Homeo domain factors>POU domain factors	3.1.10	chr1:167190066-167396582	chr1:167190066-167190066	1
POU3F2	ENSG00000184486	POU3F2 (Oct-7, OTF-7, Brn-2)	3.1.10.3.2	3.1	Homeo domain factors>POU domain factors	3.1.10	chr6:99282580-99286660	chr6:99282580-99282580	1
FOXO4	ENSG00000184481	FOXO4	3.3.1.15.3	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chrX:70316047-70323385	chrX:70316047-70316047	1
ZNF85	ENSG00000105750	ZNF85 (HTF1, HPF4) [16]	2.3.3.0.198	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:21106028-21133503	chr19:21106028-21106028	1
SOX9	ENSG00000125398	SOX-9	4.1.1.5.2	4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1.1	chr17:70117161-70122561	chr17:70117161-70117161	1
DEC1	ENSG00000173077	DEC1 (STRA-13, bHLHb2)	1.2.4.1.12	1.2	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2.4	chr9:117904097-118164923	chr9:117904097-117904097	1
NKX2-8	ENSG00000136327	NKX-2.8 (NKX2-8, NKX2G, NKX2H)	3.1.2.15.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr14:37049784-37051812	chr14:37051812-37051812	-1
RREB1	ENSG00000124782	RREB1 (FINB, Zep-1, LZ321) [1+3]	2.3.4.0.15	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr6:7107830-7252213	chr6:7107830-7107830	1
ASCL1	ENSG00000139352	ASH-1 (ASCL1)	1.2.2.2.1	1.2	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2.2	chr12:103351464-103354294	chr12:103351464-103351464	1
ZBTB46	ENSG00000130584	ZBTB46 (BTBD4, ZNF340) [2]	2.3.2.1.11	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr20:62375019-62462597	chr20:62462597-62462597	-1
HIC1	ENSG00000177374	HIC1 (ZBTB29) [1+4]	2.3.4.17.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr17:1957448-1962980	chr17:1957448-1957448	1
HIVEP1	ENSG00000095951	HIV-EP1 (ZNF40, PRDII-BF1, MBP-1, CIRIP, GAAP) [2+1+2]	2.3.4.5.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr6:12008995-12165232	chr6:12008995-12008995	1
ZNF121	ENSG00000197961	ZNF121 (ZNF20) [11]	2.3.3.0.112	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:9671029-9695209	chr19:9695209-9695209	-1
ZBTB20	ENSG00000181722	ZBTB20 (DPZF, ZNF288) [5]	2.3.3.14.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:114056941-114866118	chr3:114866118-114866118	-1
HMX1	ENSG00000215612	HMX-1 (H6, NKX5-3, NKX-5.3)	3.1.2.18.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr4:8847802-8873543	chr4:8873543-8873543	-1
DBP	ENSG00000105516	DBP	1.1.8.2.1	1.1	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1.8	chr19:49133287-49140695	chr19:49140695-49140695	-1
TCF3	ENSG00000071564	E2A (TCF-3, ITF-1)	1.2.1.0.1	1.2	Basic helix-loop-helix factors (bHLH)>E2A-related factors	1.2.1	chr19:1609291-1652604	chr19:1652604-1652604	-1
KDM2A	ENSG00000173120	KDM2A (CXXC8, FBL7, FBXL11, JHDM1A)	2.6.1.0.5	2.6	CXXC zinc finger factors	2.6.1	chr11:66886740-67025558	chr11:66886740-66886740	1
RORC	ENSG00000143365	RORgamma (NR1F3)	2.1.2.6.3	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr1:151778547-151804348	chr1:151804348-151804348	-1
ZNF658	ENSG00000196409	ZNF658 [5+19]	2.3.4.11.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr9:40760700-40836415	chr9:40836415-40836415	-1
HOXC12	ENSG00000123407	Hox-C12 (HOX3F)	3.1.1.8.11	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr12:54348618-54352740	chr12:54348618-54348618	1
NR0B1	ENSG00000169297	DAX1 (NR0B1)	2.1.7.0.1	2.1	Nuclear receptors with C4 zinc fingers>DAX-related receptors (NR0)	2.1.7	chrX:30322323-30327715	chrX:30327715-30327715	-1
ZNF527	ENSG00000189164	ZNF527 [12]	2.3.3.0.144	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37861963-37883968	chr19:37861963-37861963	1
ZNF674	ENSG00000251192	ZNF674 [4+7]	2.3.4.0.57	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chrX:46357162-46404892	chrX:46404892-46404892	-1
SP140L	ENSG00000185404	Sp140L	5.3.5.1.2	5.3	SAND domain factors	5.3.5	chr2:231191899-231268447	chr2:231191899-231191899	1
ZNF107	ENSG00000196247	ZNF107 (ZFD25, ZNF588) [25]	2.3.3.0.233	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:64126511-64171404	chr7:64126511-64126511	1
ZBTB37	ENSG00000185278	ZBTB37 [3]	2.3.2.1.9	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr1:173837220-173866494	chr1:173837220-173837220	1
SOHLH2	ENSG00000120669	SOHLH2 (TEB1)	1.2.5.5.2	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr13:36742345-36871979	chr13:36871979-36871979	-1
ZNF485	ENSG00000198298	ZNF485 [11]	2.3.3.0.113	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr10:44101855-44113351	chr10:44101855-44101855	1
MKX	ENSG00000150051	MKX (IRX-L1)	3.1.4.3.1	3.1	Homeo domain factors>TALE-type homeo domain factors	3.1.4	chr10:27961804-28034989	chr10:28034989-28034989	-1
ZNF560	ENSG00000198028	ZNF560 [15]	2.3.3.0.177	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:9577183-9609283	chr19:9609283-9609283	-1
ZNF335	ENSG00000198026	ZNF335 (NIF-1) [1+8+4]	2.3.4.0.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr20:44577292-44600833	chr20:44600833-44600833	-1
ZNF491	ENSG00000177599	ZNF491 [1+12]	2.3.4.0.62	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:11908482-11920437	chr19:11908482-11908482	1
HOXC8	ENSG00000037965	Hox-C8 (HOX3A)	3.1.1.7.2	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr12:54402832-54407570	chr12:54402832-54402832	1
SALL2	ENSG00000165821	SALL2 (Spalt-2, Sal-2, ZNF795) [2+3+2]	2.3.4.3.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr14:21989232-22005350	chr14:22005350-22005350	-1
TOX	ENSG00000198846	TOX [1]	4.1.2.0.1	4.1	High-mobility group (HMG) domain factors>TOX-related factors	4.1.2	chr8:59717977-60031767	chr8:60031767-60031767	-1
